id,ciiu_4n4
76080,P8522
76081,J6201
76082,S9603
76083,F4100
76084,M7490
76085,L6810
76086,H4922
76087,S9491
76088,G4711
76089,S9609
76090,Q8790
76091,F4100
76092,F4100
76093,M7010
76094,C2013
76095,H5221
76096,S9420
76097,R9319
76098,H5310
76099,H4923
76100,P8549
76101,G4649
76102,P8510
76103,F4321
76104,F4100
76105,G4530
76106,J6201
76107,M7110
76108,L6810
76109,F4210
76110,G4663
76111,Q8620
76112,C1079
76113,G4649
76114,S9609
76115,N7911
76116,G4659
76117,A0321
76118,G4530
76119,L6810
76120,N7911
76121,F4100
76122,F4210
76123,M7110
76124,G4690
76125,Q8620
76126,F4210
76127,G4652
76128,A0141
76129,G4690
76130,A0122
76131,S9491
76132,C2420
76133,N7911
76134,O8412
76135,M6910
76136,G4659
76137,L6820
76138,G4649
76139,P8510
76140,S9499
76141,G4620
76142,G4530
76143,H4923
76144,C2819
76145,M6910
76146,G4641
76147,F4100
76148,G4661
76149,M7020
76150,F4100
76151,G4659
76152,F4100
76153,K6630
76154,G4730
76155,M6920
76156,A0122
76157,C2023
76158,H4922
76159,O8411
76160,F4100
76161,L6820
76162,M7020
76163,H5229
76164,Q8890
76165,C2310
76166,N7810
76167,Q8810
76168,M7020
76169,G4741
76170,G4530
76171,L6820
76172,E3600
76173,G4711
76174,C2651
76175,A0126
76176,M7110
76177,G4690
76178,A0321
76179,N8010
76180,G4722
76181,G4669
76182,M7020
76183,G4759
76184,A0322
76185,G4663
76186,S9499
76187,S9420
76188,H4922
76189,H5120
76190,L6810
76191,I5510
76192,P8549
76193,C2819
76194,M7020
76195,F4321
76196,M7110
76197,C1410
76198,C1040
76199,G4799
76200,C2930
76201,O8411
76202,M7110
76203,M7020
76204,M7120
76205,K6419
76206,L6820
76207,M7110
76208,G4690
76209,M7020
76210,O8411
76211,C1020
76212,K6611
76213,S9609
76214,G4649
76215,S9420
76216,S9603
76217,Q8810
76218,L6820
76219,N8121
76220,M7490
76221,A0163
76222,G4510
76223,F4100
76224,C1430
76225,A0141
76226,L6820
76227,P8549
76228,S9491
76229,P8549
76230,O8413
76231,C1709
76232,N8129
76233,M7020
76234,M7490
76235,M7310
76236,G4690
76237,F4210
76238,G4663
76239,H4923
76240,S9420
76241,G4663
76242,O8413
76243,B0620
76244,N8010
76245,S9420
76246,N8010
76247,H5310
76248,C1101
76249,C2710
76250,M6910
76251,G4659
76252,L6820
76253,P8530
76254,G4663
76255,G4772
76256,M7320
76257,I5510
76258,F4312
76259,M7020
76260,M7020
76261,S9602
76262,N8010
76263,K6621
76264,I5610
76265,F4100
76266,C2395
76267,M7110
76268,I5610
76269,H5224
76270,M7020
76271,S9420
76272,C1811
76273,M6910
76274,R9311
76275,F4100
76276,M7020
76277,M7110
76278,N8121
76279,G4630
76280,C2392
76281,H4922
76282,J6201
76283,A0321
76284,K6511
76285,M7020
76286,G4772
76287,H4922
76288,H5229
76289,K6630
76290,G4690
76291,O8412
76292,M7020
76293,G4719
76294,S9420
76295,Q8810
76296,I5630
76297,G4659
76298,M7110
76299,G4730
76300,S9491
76301,I5610
76302,J6201
76303,H4923
76304,F4220
76305,O8423
76306,C1410
76307,H4923
76308,G4610
76309,L6810
76310,B0810
76311,N8129
76312,N8010
76313,G4649
76314,A0126
76315,H4923
76316,G4649
76317,K6611
76318,S9491
76319,M7110
76320,R9103
76321,B0729
76322,M7110
76323,M7020
76324,I5610
76325,G4690
76326,G4659
76327,G4620
76328,N7911
76329,G4630
76330,S9609
76331,M6910
76332,P8549
76333,Q8890
76334,O8411
76335,J5811
76336,A0126
76337,S9491
76338,G4630
76339,G4759
76340,M7110
76341,F4390
76342,A0122
76343,Q8890
76344,N7911
76345,I5510
76346,K6630
76347,G4651
76348,H4923
76349,G4741
76350,O8411
76351,G4690
76352,A0119
76353,G4630
76354,L6810
76355,G4690
76356,A0321
76357,M7020
76358,Q8790
76359,C2022
76360,K6419
76361,M7020
76362,G4630
76363,A0321
76364,G4649
76365,G4659
76366,G4630
76367,O8423
76368,M6920
76369,V0300
76370,G4630
76371,F4210
76372,N7911
76373,A0163
76374,K6419
76375,H4923
76376,O8423
76377,H4923
76378,G4659
76379,Q8790
76380,G4663
76381,L6820
76382,G4641
76383,S9499
76384,I5510
76385,H4923
76386,J6120
76387,F4210
76388,G4690
76389,M6910
76390,L6820
76391,H4923
76392,S9420
76393,Q8810
76394,H4923
76395,G4530
76396,L6820
76397,M7310
76398,Q8890
76399,S9420
76400,F4210
76401,S9420
76402,O8423
76403,K6611
76404,C2512
76405,H5221
76406,A0126
76407,G4721
76408,M7310
76409,H4923
76410,Q8720
76411,C3100
76412,M7110
76413,G4663
76414,L6810
76415,L6810
76416,G4649
76417,L6820
76418,S9499
76419,M7020
76420,G4651
76421,K6611
76422,Q8890
76423,N7912
76424,S9420
76425,G4661
76426,G4630
76427,C1312
76428,H5110
76429,L6820
76430,J5813
76431,C1410
76432,M7020
76433,H4923
76434,G4651
76435,A0321
76436,S9499
76437,O8413
76438,N8010
76439,M7020
76440,G4663
76441,C3100
76442,G4663
76443,L6810
76444,G4661
76445,J5911
76446,C2023
76447,R9311
76448,G4669
76449,O8411
76450,S9420
76451,G4620
76452,L6820
76453,G4630
76454,G4669
76455,H4922
76456,B0729
76457,M7020
76458,H4923
76459,A0122
76460,M7020
76461,S9609
76462,M6910
76463,O8412
76464,P8510
76465,S9491
76466,K6630
76467,J6201
76468,H5210
76469,A0240
76470,S9491
76471,I5630
76472,G4649
76473,N8129
76474,M7020
76475,F4100
76476,M6920
76477,G4620
76478,O8412
76479,A0129
76480,C1701
76481,A0321
76482,I5610
76483,F4100
76484,B0729
76485,G4659
76486,M6910
76487,C2819
76488,L6810
76489,Q8610
76490,M7020
76491,M7110
76492,L6820
76493,O8423
76494,H5012
76495,Q8610
76496,M7310
76497,G4649
76498,N7810
76499,L6820
76500,H4922
76501,G4663
76502,O8412
76503,G4630
76504,I5610
76505,G4690
76506,C1920
76507,G4690
76508,G4630
76509,G4772
76510,C3290
76511,S9499
76512,Q8620
76513,H4923
76514,S9420
76515,G4530
76516,B0910
76517,A0146
76518,J6201
76519,S9420
76520,A0113
76521,N7710
76522,G4630
76523,G4669
76524,Q8720
76525,G4690
76526,G4651
76527,H4930
76528,G4669
76529,A0321
76530,S9491
76531,A0122
76532,G4772
76533,G4652
76534,F4100
76535,A0127
76536,G4530
76537,M7020
76538,Q8620
76539,J6201
76540,M7020
76541,J6209
76542,M7020
76543,S9420
76544,C2819
76545,H4923
76546,C3100
76547,Q8610
76548,F4220
76549,Q8730
76550,L6810
76551,C1010
76552,C1812
76553,Q8890
76554,C2420
76555,M7490
76556,I5621
76557,G4630
76558,S9499
76559,O8412
76560,G4690
76561,H5221
76562,Q8610
76563,J6020
76564,G4649
76565,L6810
76566,M7110
76567,F4100
76568,F4210
76569,O8412
76570,K6499
76571,P8521
76572,O8413
76573,S9420
76574,G4649
76575,N7911
76576,N8129
76577,C1920
76578,S9609
76579,K6611
76580,G4663
76581,O8412
76582,H4923
76583,G4663
76584,S9420
76585,M7020
76586,A0111
76587,F4390
76588,M7020
76589,H5221
76590,M7020
76591,C2011
76592,H4923
76593,H5229
76594,C1811
76595,B0729
76596,K6630
76597,C1079
76598,G4520
76599,G4620
76600,L6810
76601,G4530
76602,D3510
76603,N8129
76604,M7020
76605,A0321
76606,K6611
76607,L6810
76608,H4922
76609,H5120
76610,P8510
76611,R9311
76612,G4741
76613,E3700
76614,Q8810
76615,Q8790
76616,J6201
76617,H5229
76618,N8010
76619,V0300
76620,G4649
76621,N8010
76622,C1073
76623,N8129
76624,J6190
76625,H4923
76626,S9420
76627,C3290
76628,N8129
76629,M7020
76630,M7110
76631,H5229
76632,G4690
76633,K6420
76634,L6810
76635,H4922
76636,G4741
76637,A0122
76638,F4390
76639,L6810
76640,G4620
76641,H4923
76642,D3510
76643,F4100
76644,M6910
76645,I5510
76646,M7110
76647,F4100
76648,J6130
76649,G4651
76650,Q8890
76651,G4649
76652,M7500
76653,P8549
76654,L6820
76655,L6810
76656,M7310
76657,O8412
76658,P8510
76659,N7911
76660,I5610
76661,J6110
76662,H4923
76663,C2023
76664,A0210
76665,G4649
76666,O8413
76667,G4741
76668,H4923
76669,Q8720
76670,G4663
76671,S9491
76672,G4659
76673,G4630
76674,H4923
76675,Q8620
76676,K6499
76677,O8422
76678,H4921
76679,L6810
76680,L6820
76681,M7310
76682,Q8620
76683,K6630
76684,M7110
76685,A0141
76686,M7020
76687,Q8890
76688,H4923
76689,G4669
76690,J6010
76691,O8412
76692,F4220
76693,G4663
76694,G4651
76695,L6810
76696,O8413
76697,F4100
76698,F4100
76699,M7020
76700,F4100
76701,S9420
76702,C1410
76703,J5911
76704,A0150
76705,G4690
76706,H5221
76707,A0114
76708,H4923
76709,F4100
76710,Q8620
76711,G4663
76712,M7020
76713,R9312
76714,M7020
76715,H5110
76716,M7110
76717,F4220
76718,Q8890
76719,G4651
76720,S9412
76721,H5229
76722,G4630
76723,L6810
76724,G4690
76725,G4659
76726,M7310
76727,G4719
76728,Q8620
76729,Q8690
76730,P8549
76731,G4669
76732,N8010
76733,A0163
76734,G4630
76735,G4663
76736,G4630
76737,C2511
76738,G4659
76739,L6820
76740,F4321
76741,Q8810
76742,B0729
76743,G4663
76744,S9491
76745,P8510
76746,S9602
76747,L6810
76748,R9319
76749,G4630
76750,M7220
76751,M7210
76752,G4730
76753,F4100
76754,A0150
76755,N8129
76756,L6820
76757,L6820
76758,M7020
76759,C1811
76760,H4921
76761,H4921
76762,S9491
76763,R9329
76764,G4652
76765,H4923
76766,M7020
76767,R9311
76768,L6820
76769,C1812
76770,M7020
76771,G4530
76772,A0150
76773,S9603
76774,G4659
76775,L6810
76776,S9511
76777,A0150
76778,Q8890
76779,H5120
76780,C1080
76781,Q8810
76782,G4649
76783,H4923
76784,G4741
76785,G4741
76786,R9311
76787,H5221
76788,O8412
76789,G4510
76790,G4752
76791,B0721
76792,C1812
76793,B0729
76794,P8521
76795,L6810
76796,G4663
76797,G4761
76798,A0311
76799,G4663
76800,Q8610
76801,G4741
76802,I5610
76803,A0311
76804,F4220
76805,A0113
76806,G4520
76807,N7730
76808,S9491
76809,L6820
76810,G4761
76811,M7010
76812,C2219
76813,G4620
76814,K6420
76815,J5813
76816,M7020
76817,L6810
76818,K6622
76819,G4730
76820,M6920
76821,H4923
76822,G4649
76823,L6810
76824,G4610
76825,G4782
76826,C2821
76827,M6920
76828,P8521
76829,M7020
76830,O8412
76831,A0122
76832,M7020
76833,G4630
76834,G4663
76835,Q8610
76836,H4921
76837,N8010
76838,L6820
76839,R9311
76840,G4651
76841,S9420
76842,K6622
76843,S9420
76844,J5813
76845,O8423
76846,L6810
76847,S9411
76848,A0122
76849,L6820
76850,Q8610
76851,L6810
76852,C3290
76853,N7911
76854,H4922
76855,G4663
76856,S9420
76857,O8412
76858,H4922
76859,G4659
76860,N8010
76861,Q8890
76862,G4651
76863,G4690
76864,G4620
76865,H4923
76866,S9603
76867,H4923
76868,O8412
76869,G4520
76870,C1050
76871,Q8620
76872,L6810
76873,M7020
76874,M7310
76875,M7320
76876,A0321
76877,G4630
76878,Q8890
76879,S9420
76880,J6201
76881,F4220
76882,S9499
76883,O8411
76884,S9499
76885,K6630
76886,G4652
76887,C2819
76888,S9609
76889,J6201
76890,N8010
76891,S9420
76892,M7410
76893,L6810
76894,S9420
76895,M7310
76896,L6810
76897,H4923
76898,S9491
76899,G4669
76900,N7911
76901,Q8790
76902,Q8730
76903,H4922
76904,G4659
76905,G4651
76906,S9420
76907,A0321
76908,A0129
76909,A0111
76910,G4653
76911,A0119
76912,Q8690
76913,A0322
76914,F4220
76915,H4923
76916,J6190
76917,L6810
76918,I5610
76919,G4620
76920,C1050
76921,F4100
76922,P8521
76923,Q8620
76924,I5610
76925,S9491
76926,G4659
76927,L6810
76928,N8010
76929,O8412
76930,Q8790
76931,H4923
76932,I5621
76933,M7110
76934,V0300
76935,M6920
76936,A0163
76937,G4651
76938,L6810
76939,A0130
76940,S9499
76941,F4100
76942,M7020
76943,L6820
76944,G4630
76945,S9609
76946,M7020
76947,J6201
76948,O8412
76949,N8129
76950,M6920
76951,G4663
76952,Q8690
76953,H4922
76954,C2819
76955,G4530
76956,M7020
76957,O8423
76958,G4721
76959,L6810
76960,Q8610
76961,V0300
76962,O8411
76963,J6201
76964,G4630
76965,M7210
76966,F4100
76967,S9420
76968,M7020
76969,M7110
76970,G4510
76971,L6820
76972,G4630
76973,L6810
76974,L6810
76975,H4923
76976,F4321
76977,G4690
76978,H4921
76979,M7020
76980,G4630
76981,G4663
76982,L6820
76983,S9609
76984,G4653
76985,G4659
76986,G4630
76987,H4922
76988,N7911
76989,O8411
76990,A0122
76991,A0311
76992,F4100
76993,S9603
76994,H5221
76995,S9420
76996,N8010
76997,H4922
76998,G4620
76999,M7110
77000,H4923
77001,M7020
77002,F4210
77003,Q8620
77004,C1020
77005,M7010
77006,G4641
77007,F4100
77008,S9420
77009,G4690
77010,M7020
77011,H4923
77012,G4649
77013,K6611
77014,S9420
77015,G4630
77016,O8411
77017,H4921
77018,Q8730
77019,P8530
77020,Q8620
77021,S9411
77022,I5510
77023,M7020
77024,H5221
77025,O8413
77026,H5221
77027,O8411
77028,A0122
77029,C1410
77030,S9491
77031,A0150
77032,O8412
77033,A0119
77034,M7020
77035,L6810
77036,M7020
77037,L6820
77038,J6120
77039,S9609
77040,G4669
77041,H4923
77042,C2812
77043,M7020
77044,M6920
77045,C1393
77046,F4100
77047,C2829
77048,L6820
77049,H5110
77050,G4661
77051,C1079
77052,S9420
77053,G4690
77054,S9420
77055,S9420
77056,N7911
77057,S9411
77058,L6820
77059,Q8790
77060,S9491
77061,K6420
77062,M7110
77063,V0300
77064,L6810
77065,A0150
77066,L6820
77067,M7020
77068,F4100
77069,Q8790
77070,C3230
77071,F4100
77072,G4530
77073,M6920
77074,F4100
77075,A0150
77076,O8411
77077,M7020
77078,S9420
77079,M7110
77080,G4772
77081,C3312
77082,N8010
77083,G4641
77084,C3011
77085,V0300
77086,E3830
77087,L6820
77088,A0122
77089,C2710
77090,G4510
77091,M6920
77092,A0119
77093,F4100
77094,M7110
77095,M7020
77096,S9412
77097,L6820
77098,M7210
77099,C2395
77100,S9420
77101,P8549
77102,Q8810
77103,N7911
77104,S9491
77105,G4690
77106,M7020
77107,I5610
77108,B0729
77109,L6810
77110,M7110
77111,G4690
77112,S9420
77113,G4690
77114,S9411
77115,S9420
77116,F4100
77117,J5911
77118,C1020
77119,G4772
77120,V0300
77121,C3240
77122,F4321
77123,F4100
77124,M7020
77125,G4510
77126,P8549
77127,A0163
77128,C1072
77129,C1410
77130,S9420
77131,G4630
77132,M7010
77133,A0312
77134,L6810
77135,F4100
77136,G4659
77137,A0163
77138,R9311
77139,H4923
77140,R9000
77141,G4659
77142,H4923
77143,I5630
77144,K6419
77145,L6820
77146,G4663
77147,M7020
77148,M7010
77149,M6920
77150,K6419
77151,G4690
77152,O8411
77153,G4663
77154,H5221
77155,H4923
77156,G4630
77157,G4630
77158,A0321
77159,Q8890
77160,O8411
77161,S9420
77162,L6820
77163,S9609
77164,G4663
77165,G4653
77166,S9499
77167,S9420
77168,M7110
77169,E3811
77170,G4690
77171,C2819
77172,S9491
77173,F4321
77174,S9420
77175,N7911
77176,N7710
77177,G4663
77178,A0146
77179,N8129
77180,L6820
77181,S9420
77182,F4100
77183,C3100
77184,G4730
77185,H5210
77186,G4661
77187,J5911
77188,N8291
77189,A0321
77190,O8413
77191,G4649
77192,G4620
77193,N8010
77194,K6430
77195,B0729
77196,G4659
77197,R9311
77198,S9499
77199,R9311
77200,H4923
77201,G4690
77202,S9420
77203,M7020
77204,S9499
77205,D3510
77206,S9499
77207,B0710
77208,M7110
77209,S9420
77210,G4663
77211,A0163
77212,M7020
77213,G4663
77214,G4690
77215,R9311
77216,P8522
77217,C1040
77218,H4922
77219,M7110
77220,G4690
77221,L6820
77222,G4510
77223,M7020
77224,G4530
77225,G4752
77226,Q8790
77227,M7020
77228,I5520
77229,G4663
77230,O8412
77231,M7310
77232,G4649
77233,C3250
77234,J5811
77235,G4663
77236,O8411
77237,S9491
77238,P8521
77239,F4210
77240,S9499
77241,P8549
77242,G4741
77243,H4923
77244,S9491
77245,C1812
77246,Q8790
77247,H4923
77248,G4721
77249,P8549
77250,L6820
77251,M7020
77252,N7912
77253,Q8890
77254,H4923
77255,H4923
77256,Q8890
77257,O8413
77258,N7710
77259,G4690
77260,I5510
77261,F4100
77262,H4923
77263,P8549
77264,J6201
77265,O8412
77266,L6810
77267,H4923
77268,H5224
77269,J6130
77270,H4923
77271,L6820
77272,N8230
77273,Q8690
77274,Q8620
77275,Q8690
77276,N7911
77277,H4923
77278,F4100
77279,O8412
77280,F4100
77281,I5621
77282,G4772
77283,H4923
77284,M7110
77285,M6920
77286,F4100
77287,D3510
77288,O8412
77289,K6419
77290,S9499
77291,G4659
77292,I5510
77293,K6419
77294,L6810
77295,G4659
77296,H4923
77297,F4100
77298,K6530
77299,S9420
77300,G4649
77301,M7210
77302,B0620
77303,S9420
77304,G4651
77305,P8549
77306,O8411
77307,L6820
77308,H4922
77309,F4100
77310,N8129
77311,M7010
77312,N7710
77313,M7020
77314,N7911
77315,G4651
77316,G4641
77317,O8412
77318,L6810
77319,O8411
77320,S9491
77321,F4210
77322,G4630
77323,Q8890
77324,C3011
77325,R9311
77326,C2220
77327,S9609
77328,J6130
77329,R9311
77330,G4540
77331,G4630
77332,G4773
77333,G4659
77334,F4100
77335,H4921
77336,Q8890
77337,L6820
77338,N7911
77339,C1410
77340,U9900
77341,F4100
77342,G4669
77343,P8549
77344,L6820
77345,P8549
77346,E3600
77347,H5221
77348,A0150
77349,S9491
77350,S9512
77351,H4923
77352,G4659
77353,G4641
77354,G4659
77355,M6920
77356,C2599
77357,H4923
77358,H4923
77359,M7490
77360,N8291
77361,Q8730
77362,F4100
77363,L6820
77364,M7020
77365,L6820
77366,A0122
77367,F4220
77368,O8413
77369,G4641
77370,M7020
77371,F4100
77372,F4210
77373,G4669
77374,M7020
77375,A0150
77376,G4649
77377,G4510
77378,M7020
77379,G4663
77380,C1071
77381,O8422
77382,E3600
77383,Q8620
77384,K6619
77385,S9499
77386,G4641
77387,S9420
77388,F4100
77389,M7020
77390,G4659
77391,G4659
77392,C2819
77393,G4721
77394,G4659
77395,S9420
77396,J5813
77397,H4923
77398,I5630
77399,M7020
77400,I5610
77401,L6820
77402,J6201
77403,K6511
77404,N8230
77405,I5630
77406,G4690
77407,G4653
77408,K6419
77409,M7310
77410,G4520
77411,A0119
77412,S9499
77413,S9420
77414,G4690
77415,L6810
77416,G4661
77417,H5221
77418,O8423
77419,O8411
77420,F4220
77421,I5610
77422,F4321
77423,O8412
77424,K6512
77425,G4663
77426,G4641
77427,C1101
77428,N8129
77429,G4719
77430,M7020
77431,G4649
77432,F4321
77433,G4690
77434,G4663
77435,G4540
77436,F4100
77437,G4663
77438,O8411
77439,G4659
77440,G4741
77441,L6810
77442,C1079
77443,G4763
77444,S9511
77445,C2310
77446,Q8620
77447,G4711
77448,Q8690
77449,F4100
77450,Q8790
77451,K6611
77452,M7020
77453,F4321
77454,G4649
77455,E3600
77456,G4652
77457,S9420
77458,N8211
77459,G4530
77460,L6810
77461,F4100
77462,G4653
77463,S9499
77464,S9420
77465,G4759
77466,L6810
77467,G4719
77468,L6820
77469,S9420
77470,J5920
77471,H4922
77472,G4652
77473,F4210
77474,L6820
77475,F4100
77476,A0163
77477,O8413
77478,F4100
77479,M7020
77480,S9420
77481,G4659
77482,C2012
77483,S9420
77484,F4210
77485,J6391
77486,N8230
77487,C2710
77488,A0321
77489,C2591
77490,O8412
77491,Q8890
77492,G4663
77493,M7020
77494,F4321
77495,A0122
77496,Q8890
77497,M7310
77498,M7110
77499,F4100
77500,O8413
77501,A0150
77502,A0113
77503,G4630
77504,F4210
77505,M7010
77506,L6810
77507,H4923
77508,H4923
77509,H5221
77510,C2591
77511,F4210
77512,I5610
77513,N7911
77514,G4690
77515,M7020
77516,B0910
77517,F4100
77518,F4100
77519,H4923
77520,J5911
77521,F4100
77522,I5510
77523,G4690
77524,C1410
77525,M7110
77526,F4100
77527,S9609
77528,G4649
77529,G4620
77530,C3091
77531,J6010
77532,I5610
77533,G4741
77534,S9420
77535,G4659
77536,G4773
77537,O8412
77538,L6810
77539,A0210
77540,S9420
77541,G4690
77542,F4210
77543,G4659
77544,M7020
77545,O8412
77546,S9491
77547,Q8810
77548,H4923
77549,G4610
77550,F4100
77551,M7010
77552,G4530
77553,A0122
77554,I5510
77555,M7110
77556,S9420
77557,S9499
77558,H4923
77559,M7110
77560,L6820
77561,S9420
77562,G4630
77563,O8411
77564,M6910
77565,M7020
77566,G4649
77567,G4690
77568,G4530
77569,M7110
77570,F4321
77571,R9311
77572,L6820
77573,G4540
77574,F4100
77575,C2710
77576,G4652
77577,M7020
77578,F4100
77579,C1811
77580,M7310
77581,M7490
77582,I5630
77583,F4100
77584,H4922
77585,S9499
77586,O8413
77587,L6810
77588,N7710
77589,L6820
77590,N7911
77591,M7020
77592,F4100
77593,G4771
77594,M7020
77595,F4100
77596,F4100
77597,J5811
77598,F4100
77599,G4630
77600,A0321
77601,F4100
77602,L6820
77603,R9200
77604,G4663
77605,A0150
77606,F4330
77607,G4651
77608,H4923
77609,M7020
77610,K6630
77611,Q8790
77612,F4321
77613,A0163
77614,A0119
77615,Q8620
77616,H4923
77617,I5621
77618,S9411
77619,I5621
77620,G4649
77621,G4630
77622,N7911
77623,H4923
77624,G4649
77625,F4100
77626,L6820
77627,P8510
77628,S9420
77629,C1050
77630,F4290
77631,B0610
77632,Q8720
77633,G4649
77634,F4321
77635,Q8690
77636,L6810
77637,H4923
77638,G4663
77639,S9420
77640,F4321
77641,C1079
77642,C1030
77643,M7110
77644,Q8620
77645,G4742
77646,O8423
77647,P8510
77648,G4649
77649,H5120
77650,P8522
77651,Q8610
77652,L6820
77653,L6820
77654,I5610
77655,J6201
77656,G4630
77657,M6920
77658,I5621
77659,M6910
77660,L6810
77661,G4652
77662,R9319
77663,L6820
77664,N7911
77665,A0119
77666,C1812
77667,G4652
77668,H5120
77669,M7020
77670,L6810
77671,A0163
77672,J6201
77673,N7730
77674,H5224
77675,H4923
77676,G4772
77677,A0163
77678,G4659
77679,H5221
77680,G4711
77681,M7020
77682,M7020
77683,S9491
77684,M7110
77685,L6820
77686,R9312
77687,S9491
77688,B0610
77689,G4641
77690,B0729
77691,I5621
77692,N7911
77693,L6820
77694,S9420
77695,B0729
77696,O8412
77697,P8549
77698,Q8620
77699,G4641
77700,N8010
77701,G4651
77702,M7310
77703,R9000
77704,M7020
77705,K6630
77706,M7310
77707,B0610
77708,H4922
77709,K6419
77710,P8510
77711,I5621
77712,D3530
77713,G4661
77714,H4922
77715,G4659
77716,B0729
77717,F4100
77718,Q8620
77719,C2819
77720,S9411
77721,S9420
77722,H4922
77723,I5510
77724,G4641
77725,G4663
77726,H4923
77727,H5221
77728,M7110
77729,A0111
77730,G4663
77731,J6190
77732,Q8790
77733,C1812
77734,L6820
77735,A0141
77736,P8521
77737,C2750
77738,G4651
77739,G4652
77740,L6810
77741,P8530
77742,G4772
77743,M6920
77744,A0321
77745,M7020
77746,M6920
77747,P8510
77748,F4100
77749,C1410
77750,L6820
77751,G4530
77752,G4690
77753,C1079
77754,M7110
77755,G4721
77756,H4923
77757,L6810
77758,C1410
77759,G4771
77760,M7310
77761,S9511
77762,H5229
77763,C1010
77764,N8010
77765,Q8790
77766,N8129
77767,H4922
77768,A0122
77769,N8010
77770,O8411
77771,M7020
77772,G4690
77773,G4663
77774,M7020
77775,M7020
77776,B0810
77777,M7020
77778,H4923
77779,G4652
77780,N8230
77781,H5221
77782,S9499
77783,M7020
77784,G4652
77785,L6810
77786,Q8620
77787,O8411
77788,C2220
77789,C3011
77790,G4649
77791,H4922
77792,Q8620
77793,G4772
77794,Q8790
77795,P8549
77796,J6311
77797,L6810
77798,L6820
77799,N8291
77800,Q8790
77801,C2591
77802,G4772
77803,M7110
77804,S9491
77805,C1610
77806,F4100
77807,C3312
77808,G4659
77809,H4922
77810,S9491
77811,O8411
77812,H4922
77813,C2920
77814,H4921
77815,N7912
77816,F4100
77817,K6419
77818,K6420
77819,L6820
77820,B0899
77821,A0321
77822,G4659
77823,G4630
77824,F4210
77825,M7110
77826,G4741
77827,N8010
77828,G4662
77829,F4210
77830,C2813
77831,H4923
77832,C3312
77833,M6910
77834,H4923
77835,M7110
77836,K6430
77837,M7020
77838,L6810
77839,A0240
77840,Q8890
77841,M7020
77842,H4922
77843,H4922
77844,J6201
77845,G4741
77846,L6820
77847,S9420
77848,S9420
77849,O8413
77850,F4100
77851,N8129
77852,A0146
77853,P8549
77854,L6810
77855,S9609
77856,L6820
77857,G4669
77858,G4659
77859,G4741
77860,L6820
77861,S9411
77862,Q8610
77863,G4630
77864,K6420
77865,F4220
77866,P8510
77867,P8549
77868,M7020
77869,G4651
77870,L6820
77871,A0112
77872,G4759
77873,O8411
77874,G4610
77875,C2029
77876,A0163
77877,J6190
77878,H5224
77879,G4649
77880,G4649
77881,L6820
77882,G4690
77883,H4923
77884,S9499
77885,B0729
77886,P8510
77887,K6611
77888,J6120
77889,G4630
77890,S9491
77891,Q8620
77892,C2391
77893,I5510
77894,M7110
77895,I5510
77896,G4530
77897,G4669
77898,C3211
77899,L6810
77900,E3700
77901,Q8810
77902,L6810
77903,N8129
77904,A0126
77905,M7110
77906,G4630
77907,A0150
77908,L6810
77909,N8129
77910,L6820
77911,G4510
77912,G4652
77913,C1073
77914,S9411
77915,G4663
77916,L6810
77917,L6810
77918,G4630
77919,G4641
77920,G4630
77921,L6810
77922,S9420
77923,G4510
77924,B0729
77925,N7911
77926,S9491
77927,G4630
77928,L6820
77929,F4100
77930,G4730
77931,Q8620
77932,G4620
77933,L6820
77934,P8510
77935,G4649
77936,S9420
77937,H4922
77938,H4923
77939,Q8620
77940,J6201
77941,S9420
77942,C2591
77943,G4620
77944,L6820
77945,A0220
77946,M7310
77947,N7911
77948,S9609
77949,P8521
77950,G4690
77951,H5224
77952,G4669
77953,G4630
77954,Q8890
77955,F4220
77956,G4730
77957,G4752
77958,M7020
77959,V0300
77960,C2220
77961,L6820
77962,N8292
77963,J6202
77964,N7730
77965,H4921
77966,Q8790
77967,A0119
77968,M6920
77969,H5229
77970,H4923
77971,C1079
77972,M7110
77973,C2824
77974,H4922
77975,I5610
77976,G4630
77977,G4630
77978,I5510
77979,C1104
77980,S9511
77981,L6820
77982,M7020
77983,P8530
77984,L6820
77985,G4773
77986,G4651
77987,H4923
77988,G4669
77989,O8423
77990,G4663
77991,H4923
77992,N7730
77993,H4922
77994,M7020
77995,M7110
77996,H4921
77997,L6820
77998,A0321
77999,A0311
78000,J5911
78001,G4641
78002,S9499
78003,V0300
78004,M6920
78005,K6419
78006,M7020
78007,H5221
78008,N7911
78009,G4659
78010,J6201
78011,M7020
78012,A0150
78013,G4651
78014,G4649
78015,C2710
78016,G4719
78017,E3600
78018,F4100
78019,Q8620
78020,N8219
78021,M7020
78022,G4659
78023,L6820
78024,F4210
78025,G4761
78026,L6820
78027,O8422
78028,A0163
78029,F4210
78030,G4630
78031,H4921
78032,K6430
78033,G4690
78034,O8423
78035,L6810
78036,M6920
78037,G4510
78038,M6910
78039,C1079
78040,F4100
78041,I5510
78042,G4649
78043,G4630
78044,L6810
78045,S9420
78046,G4510
78047,F4210
78048,G4649
78049,G4649
78050,K6499
78051,A0321
78052,Q8890
78053,F4100
78054,G4663
78055,M7110
78056,M7010
78057,L6820
78058,A0142
78059,F4100
78060,C3100
78061,M7020
78062,M6910
78063,G4659
